  -0.5037652387879080E-04   0.9354587561583129E+01   0   0.12309089E+01   0.10000000E-02
  -0.1000383811483373E-03   0.1870952313700692E+02   0   0.24618636E+01   0.10000000E-02
  -0.5004593898456302E-04   0.9354590217978846E+01   1   0.12309092E+01   0.10000000E-02
  -0.1004664449293364E-03   0.1870952878348805E+02   1   0.24618643E+01   0.10000000E-02
  -0.4927313831521718E-04   0.9354595506807787E+01   2   0.12309099E+01   0.10000000E-02
  -0.1022089074444194E-03   0.1870951882645677E+02   2   0.24618630E+01   0.10000000E-02
  -0.5190620169985951E-04   0.9354592526555240E+01   3   0.12309095E+01   0.10000000E-02
  -0.1040053956016024E-03   0.1870951620795624E+02   3   0.24618627E+01   0.10000000E-02
  -0.5255907097778097E-04   0.9354593708635917E+01   4   0.12309097E+01   0.10000000E-02
  -0.1046566247297061E-03   0.1870951113433123E+02   4   0.24618620E+01   0.10000000E-02
  -0.5370057970525892E-04   0.9354592434349121E+01   5   0.12309095E+01   0.10000000E-02
  -0.1076451999161881E-03   0.1870950275796653E+02   5   0.24618609E+01   0.10000000E-02
  -0.5452178653056756E-04   0.9354595316119033E+01   6   0.12309099E+01   0.10000000E-02
  -0.1082480555693158E-03   0.1870949827896464E+02   6   0.24618603E+01   0.10000000E-02
  -0.5505600209019440E-04   0.9354601016982291E+01   7   0.12309107E+01   0.10000000E-02
  -0.1101671753194344E-03   0.1870949813634051E+02   7   0.24618603E+01   0.10000000E-02
  -0.5607368263848869E-04   0.9354603544792454E+01   8   0.12309110E+01   0.10000000E-02
  -0.1128064425704353E-03   0.1870950527712461E+02   8   0.24618612E+01   0.10000000E-02
  -0.5711770317390076E-04   0.9354600665313675E+01   9   0.12309106E+01   0.10000000E-02
  -0.1129802419391862E-03   0.1870949043811272E+02   9   0.24618593E+01   0.10000000E-02
  -0.5771947364000268E-04   0.9354609523483579E+01  10   0.12309118E+01   0.10000000E-02
  -0.1153428841525411E-03   0.1870949891716652E+02  10   0.24618604E+01   0.10000000E-02
  -0.5783832740377579E-04   0.9354617575552657E+01  11   0.12309128E+01   0.10000000E-02
  -0.1165269645188065E-03   0.1870950026316907E+02  11   0.24618606E+01   0.10000000E-02
  -0.5992470243740128E-04   0.9354615797784535E+01  12   0.12309126E+01   0.10000000E-02
  -0.1184573305256100E-03   0.1870949381728059E+02  12   0.24618597E+01   0.10000000E-02
  -0.5980270655575001E-04   0.9354625380426378E+01  13   0.12309139E+01   0.10000000E-02
  -0.1193858901255758E-03   0.1870950147201408E+02  13   0.24618607E+01   0.10000000E-02
  -0.6069086062142362E-04   0.9354625022639590E+01  14   0.12309138E+01   0.10000000E-02
  -0.1212610383089660E-03   0.1870950294735971E+02  14   0.24618609E+01   0.10000000E-02
  -0.6042663608324435E-04   0.9354635177590483E+01  15   0.12309152E+01   0.10000000E-02
  -0.1208497779882026E-03   0.1870951573044784E+02  15   0.24618626E+01   0.10000000E-02
  -0.6123549837843609E-04   0.9354632890668205E+01  16   0.12309149E+01   0.10000000E-02
  -0.1230469889211533E-03   0.1870949796421892E+02  16   0.24618603E+01   0.10000000E-02
  -0.6192724986251057E-04   0.9354644975426472E+01  17   0.12309164E+01   0.10000000E-02
  -0.1245333887026142E-03   0.1870952771432050E+02  17   0.24618642E+01   0.10000000E-02
  -0.6273229806163078E-04   0.9354649496663154E+01  18   0.12309170E+01   0.10000000E-02
  -0.1254322555824049E-03   0.1870951606095828E+02  18   0.24618626E+01   0.10000000E-02
  -0.6289760072151228E-04   0.9354655941258207E+01  19   0.12309179E+01   0.10000000E-02
  -0.1257268626735519E-03   0.1870952524658202E+02  19   0.24618639E+01   0.10000000E-02
  -0.6373651790663540E-04   0.9354663213866158E+01  20   0.12309188E+01   0.10000000E-02
  -0.1276331845088651E-03   0.1870952705843457E+02  20   0.24618641E+01   0.10000000E-02
  -0.6435408789498649E-04   0.9354668446667378E+01  21   0.12309195E+01   0.10000000E-02
  -0.1882902704873274E+01   0.0000000000000000E+00  21   0.00000000E+00   0.10000000E-02
  -0.6424493592010862E-04   0.9354677263346436E+01  22   0.12309207E+01   0.10000000E-02
  -0.1285141867349880E-03   0.1870954546867678E+02  22   0.24618665E+01   0.10000000E-02
  -0.6542193229858758E-04   0.9354676844545715E+01  23   0.12309206E+01   0.10000000E-02
  -0.1309996712675074E-03   0.1870953283180288E+02  23   0.24618648E+01   0.10000000E-02
  -0.6508164766742053E-04   0.9354684123647330E+01  24   0.12309216E+01   0.10000000E-02
  -0.1305969360492350E-03   0.1870954230505474E+02  24   0.24618661E+01   0.10000000E-02
  -0.6494842991832518E-04   0.9354691660533593E+01  25   0.12309226E+01   0.10000000E-02
  -0.1305453410128230E-03   0.1870955085783982E+02  25   0.24618672E+01   0.10000000E-02
  -0.6584692750864385E-04   0.9354696671650882E+01  26   0.12309232E+01   0.10000000E-02
  -0.1321963354080284E-03   0.1870955335088625E+02  26   0.24618675E+01   0.10000000E-02
  -0.6652572203191216E-04   0.9354698262865766E+01  27   0.12309235E+01   0.10000000E-02
  -0.1329806784829242E-03   0.1870954002041734E+02  27   0.24618658E+01   0.10000000E-02
  -0.6689758161243604E-04   0.9354702822106881E+01  28   0.12309241E+01   0.10000000E-02
  -0.1330603671425270E-03   0.1870954837998387E+02  28   0.24618669E+01   0.10000000E-02
  -0.6735097331234545E-04   0.9354708376742831E+01  29   0.12309248E+01   0.10000000E-02
  -0.1350920177514231E-03   0.1870955213245307E+02  29   0.24618674E+01   0.10000000E-02
  -0.6783462795539255E-04   0.9354716476689683E+01  30   0.12309259E+01   0.10000000E-02
  -0.1356196958908666E-03   0.1870955705242118E+02  30   0.24618680E+01   0.10000000E-02
  -0.6833452186769533E-04   0.9354714885888538E+01  31   0.12309256E+01   0.10000000E-02
  -0.1361719966153469E-03   0.1870955458125672E+02  31   0.24618677E+01   0.10000000E-02
  -0.6871310620278633E-04   0.9354716123157049E+01  32   0.12309258E+01   0.10000000E-02
  -0.1367005726535241E-03   0.1870954297675638E+02  32   0.24618662E+01   0.10000000E-02
  -0.6803995796785907E-04   0.9354720151691860E+01  33   0.12309263E+01   0.10000000E-02
  -0.1365898423301400E-03   0.1870953572267893E+02  33   0.24618652E+01   0.10000000E-02
  -0.6912422974460505E-04   0.9354722276889427E+01  34   0.12309266E+01   0.10000000E-02
  -0.1382440064654006E-03   0.1870953510412807E+02  34   0.24618651E+01   0.10000000E-02
  -0.6918173634442805E-04   0.9354724478901531E+01  35   0.12309269E+01   0.10000000E-02
  -0.1383362371642321E-03   0.1870953327568253E+02  35   0.24618649E+01   0.10000000E-02
